term_str,n,pos_max,pos_group,df,dfidf
heardit,2,VBP,VB,1,9.164906926675688
mochel,2,NNP,NN,2,16.329813853351375
discords,2,NNS,NN,2,16.329813853351375
westphalia,2,NNP,NN,1,9.164906926675688
vermont,2,NNP,NN,1,9.164906926675688
impressiveness,2,NN,NN,1,9.164906926675688
alls,2,VBZ,VB,2,16.329813853351375
lily,2,VBZ,VB,1,9.164906926675688
bloated,2,VBN,VB,2,16.329813853351375
dhaulagiri,2,NNP,NN,1,9.164906926675688
scaring,2,VBG,VB,2,16.329813853351375
prompts,2,NNS,NN,1,9.164906926675688
berkshire,2,NNP,NN,2,16.329813853351375
incommensurables,2,VBP,VB,1,9.164906926675688
hampshire,2,NNP,NN,2,16.329813853351375
mapped,2,VBD,VB,2,16.329813853351375
clover,2,NN,NN,2,16.329813853351375
utilities,2,NNP,NN,1,9.164906926675688
moiety,2,NN,NN,1,9.164906926675688
arrears,2,NN,NN,2,16.329813853351375
berry,2,NN,NN,2,16.329813853351375
zurich,2,NNP,NN,1,9.164906926675688
dewdrops,2,NN,NN,2,16.329813853351375
ishmaelite,2,NNP,NN,1,9.164906926675688
focussed,2,VBD,VB,2,16.329813853351375
bravado,2,NN,NN,1,9.164906926675688
searchers,2,NNS,NN,2,16.329813853351375
overweighting,2,VBG,VB,1,9.164906926675688
bulls,2,NN,NN,2,16.329813853351375
balloonthat,2,DT,DT,2,16.329813853351375
mocks,2,VBZ,VB,2,16.329813853351375
briggs,2,NNP,NN,1,9.164906926675688
govment,2,NN,NN,2,16.329813853351375
mechanicians,2,NN,NN,2,16.329813853351375
rousseauism,2,NNP,NN,1,9.164906926675688
inalterable,2,JJ,JJ,1,9.164906926675688
staffed,2,JJ,JJ,1,9.164906926675688
bedretto,2,NNP,NN,1,9.164906926675688
petal,2,JJ,JJ,1,9.164906926675688
enginethe,2,POS,PO,1,9.164906926675688
wrest,2,JJS,JJ,1,9.164906926675688
adamantine,2,NN,NN,2,16.329813853351375
cato,2,NNP,NN,1,9.164906926675688
dicks,2,NNP,NN,2,16.329813853351375
younone,2,CD,CD,1,9.164906926675688
marveled,2,VBD,VB,2,16.329813853351375
epithets,2,NN,NN,2,16.329813853351375
shovel,2,VB,VB,2,16.329813853351375
contractile,2,NN,NN,1,9.164906926675688
lagging,2,VBG,VB,1,9.164906926675688
waived,2,VBD,VB,1,9.164906926675688
hotting,2,VBG,VB,1,9.164906926675688
improvident,2,NN,NN,2,16.329813853351375
chopper,2,NN,NN,2,16.329813853351375
placidly,2,RB,RB,2,16.329813853351375
pomade,2,NN,NN,2,16.329813853351375
unrivaled,2,JJ,JJ,2,16.329813853351375
healthful,2,JJ,JJ,2,16.329813853351375
omits,2,NNS,NN,1,9.164906926675688
unfitness,2,NN,NN,2,16.329813853351375
psychical,2,JJ,JJ,1,9.164906926675688
relaxing,2,NN,NN,2,16.329813853351375
inflexibly,2,VBZ,VB,2,16.329813853351375
mediæval,2,NN,NN,2,16.329813853351375
weal,2,NN,NN,2,16.329813853351375
sneak,2,VB,VB,2,16.329813853351375
dreamcastle,2,NN,NN,1,9.164906926675688
fasted,2,VBD,VB,2,16.329813853351375
pillaging,2,NN,NN,2,16.329813853351375
l200000,2,NNP,NN,2,16.329813853351375
turbans,2,NN,NN,2,16.329813853351375
cosmical,2,JJ,JJ,2,16.329813853351375
deceptions,2,NN,NN,2,16.329813853351375
agreements,2,NN,NN,1,9.164906926675688
reverently,2,RB,RB,2,16.329813853351375
dreariest,2,NN,NN,1,9.164906926675688
chump,2,NN,NN,1,9.164906926675688
admixture,2,NN,NN,1,9.164906926675688
ithout,2,IN,IN,2,16.329813853351375
transplanting,2,NN,NN,2,16.329813853351375
bloomed,2,VBD,VB,2,16.329813853351375
smilingly,2,RB,RB,2,16.329813853351375
corrupt,2,VB,VB,1,9.164906926675688
meggs,2,NNP,NN,1,9.164906926675688
stagnation,2,NN,NN,1,9.164906926675688
disordering,2,VBG,VB,1,9.164906926675688
blackso,2,NN,NN,1,9.164906926675688
smelled,2,VBN,VB,2,16.329813853351375
leguminous,2,JJ,JJ,2,16.329813853351375
uitlanders,2,NNS,NN,1,9.164906926675688
pairing,2,NN,NN,1,9.164906926675688
directer,2,NN,NN,2,16.329813853351375
listenand,2,VB,VB,1,9.164906926675688
cradled,2,VBN,VB,1,9.164906926675688
feste,2,NN,NN,1,9.164906926675688
elmo,2,NNP,NN,2,16.329813853351375
fiat,2,NN,NN,2,16.329813853351375
permanency,2,NN,NN,1,9.164906926675688
moderation,2,NN,NN,2,16.329813853351375
gravy,2,NN,NN,2,16.329813853351375
princess,2,NNP,NN,2,16.329813853351375
musings,2,NNS,NN,1,9.164906926675688
byssus,2,NN,NN,2,16.329813853351375
evolving,2,VBG,VB,1,9.164906926675688
hypotheticated,2,VBN,VB,1,9.164906926675688
unteief,2,JJ,JJ,1,9.164906926675688
aw,2,NN,NN,2,16.329813853351375
lintels,2,NNS,NN,2,16.329813853351375
democrats,2,NNPS,NN,1,9.164906926675688
climatic,2,JJ,JJ,2,16.329813853351375
dadda,2,NNP,NN,1,9.164906926675688
imago,2,NN,NN,1,9.164906926675688
corrupted,2,NN,NN,1,9.164906926675688
meshed,2,VBN,VB,2,16.329813853351375
peg,2,VB,VB,2,16.329813853351375
locust,2,NN,NN,2,16.329813853351375
foist,2,VB,VB,1,9.164906926675688
demoralising,2,VBG,VB,1,9.164906926675688
indubitable,2,JJ,JJ,2,16.329813853351375
lauriers,2,NNP,NN,1,9.164906926675688
panelled,2,JJ,JJ,2,16.329813853351375
advocated,2,VBN,VB,1,9.164906926675688
ponder,2,VB,VB,2,16.329813853351375
militia,2,NN,NN,2,16.329813853351375
catarrhs,2,NN,NN,1,9.164906926675688
corporation,2,NN,NN,2,16.329813853351375
ortequazza,2,NNP,NN,1,9.164906926675688
irreconcilable,2,JJ,JJ,2,16.329813853351375
rosalind,2,NNP,NN,1,9.164906926675688
absorptions,2,NN,NN,1,9.164906926675688
ideality,2,NN,NN,1,9.164906926675688
reasonwithout,2,NN,NN,1,9.164906926675688
maladies,2,NN,NN,2,16.329813853351375
artillerist,2,NN,NN,2,16.329813853351375
desiccated,2,VBD,VB,2,16.329813853351375
basalts,2,NNS,NN,2,16.329813853351375
dozes,2,NN,NN,2,16.329813853351375
calms,2,NNS,NN,2,16.329813853351375
distinctiveness,2,NN,NN,1,9.164906926675688
tibbous,2,NNP,NN,2,16.329813853351375
smithereens,2,NNS,NN,2,16.329813853351375
frittering,2,VBG,VB,1,9.164906926675688
culminate,2,VB,VB,2,16.329813853351375
transcribing,2,NN,NN,1,9.164906926675688
dickens,2,NN,NN,2,16.329813853351375
æstheticism,2,NN,NN,1,9.164906926675688
undesirous,2,JJ,JJ,1,9.164906926675688
1890,2,CD,CD,1,9.164906926675688
fishy,2,JJ,JJ,2,16.329813853351375
interrogatively,2,VB,VB,2,16.329813853351375
maynt,2,RB,RB,2,16.329813853351375
arabesques,2,NNS,NN,2,16.329813853351375
miani,2,NNP,NN,1,9.164906926675688
pulsated,2,VBD,VB,2,16.329813853351375
steepness,2,NN,NN,2,16.329813853351375
reunited,2,VBN,VB,2,16.329813853351375
inheres,2,VBZ,VB,1,9.164906926675688
zephyrs,2,NN,NN,2,16.329813853351375
calabria,2,NNP,NN,2,16.329813853351375
reductio,2,NN,NN,1,9.164906926675688
1904,2,CD,CD,1,9.164906926675688
rhinoceroses,2,VBP,VB,2,16.329813853351375
signpost,2,NN,NN,1,9.164906926675688
solvency,2,NN,NN,1,9.164906926675688
equalised,2,VBN,VB,2,16.329813853351375
scheldt,2,NNP,NN,1,9.164906926675688
millstones,2,VBP,VB,1,9.164906926675688
amputated,2,NN,NN,2,16.329813853351375
vacillating,2,NN,NN,1,9.164906926675688
dreariness,2,NN,NN,2,16.329813853351375
specifically,2,RB,RB,1,9.164906926675688
haldane,2,NNP,NN,1,9.164906926675688
costless,2,NN,NN,1,9.164906926675688
performs,2,VBP,VB,2,16.329813853351375
mimicry,2,NN,NN,1,9.164906926675688
fabricate,2,VB,VB,1,9.164906926675688
gem,2,NN,NN,2,16.329813853351375
publicans,2,NN,NN,2,16.329813853351375
shatteringly,2,RB,RB,1,9.164906926675688
suffrages,2,NNS,NN,1,9.164906926675688
adjourning,2,VBG,VB,2,16.329813853351375
rodmans,2,JJ,JJ,1,9.164906926675688
reproachfully,2,RB,RB,1,9.164906926675688
trilobites,2,NN,NN,2,16.329813853351375
1759,2,CD,CD,2,16.329813853351375
costumier,2,NN,NN,1,9.164906926675688
gritted,2,VBD,VB,2,16.329813853351375
irresolute,2,NN,NN,2,16.329813853351375
fostering,2,VBG,VB,1,9.164906926675688
verbally,2,VB,VB,1,9.164906926675688
carrots,2,VBP,VB,2,16.329813853351375
corals,2,NN,NN,2,16.329813853351375
calmadores,2,NN,NN,1,9.164906926675688
steadings,2,NN,NN,1,9.164906926675688
infusion,2,NN,NN,2,16.329813853351375
crusades,2,NN,NN,2,16.329813853351375
dice,2,NN,NN,2,16.329813853351375
unskilful,2,JJ,JJ,1,9.164906926675688
comatose,2,VB,VB,2,16.329813853351375
leagued,2,VBD,VB,2,16.329813853351375
awash,2,JJ,JJ,1,9.164906926675688
forfeiture,2,NN,NN,1,9.164906926675688
noyes,2,NNP,NN,1,9.164906926675688
themhave,2,NN,NN,2,16.329813853351375
gruff,2,NN,NN,2,16.329813853351375
unfamiliarity,2,NN,NN,2,16.329813853351375
antrim,2,NNP,NN,1,9.164906926675688
usurer,2,VBZ,VB,2,16.329813853351375
heartand,2,NN,NN,2,16.329813853351375
affinity,2,NN,NN,2,16.329813853351375
tun,2,NN,NN,1,9.164906926675688
fraternal,2,JJ,JJ,2,16.329813853351375
helicoidal,2,NN,NN,1,9.164906926675688
flutteringly,2,RB,RB,1,9.164906926675688
251343,2,CD,CD,1,9.164906926675688
zeppelins,2,NNP,NN,1,9.164906926675688
embryology,2,NN,NN,1,9.164906926675688
grasps,2,NN,NN,1,9.164906926675688
uninventive,2,JJ,JJ,1,9.164906926675688
fording,2,VBG,VB,2,16.329813853351375
thati,2,VB,VB,2,16.329813853351375
commonalty,2,NN,NN,1,9.164906926675688
aflame,2,NN,NN,2,16.329813853351375
alsatia,2,NNP,NN,1,9.164906926675688
caterpillars,2,NNS,NN,1,9.164906926675688
thumping,2,NN,NN,2,16.329813853351375
herethey,2,VB,VB,1,9.164906926675688
amphitheatral,2,JJ,JJ,2,16.329813853351375
acknowledging,2,VBG,VB,2,16.329813853351375
knuckly,2,NN,NN,1,9.164906926675688
mackintosh,2,NN,NN,1,9.164906926675688
pilatus,2,RB,RB,1,9.164906926675688
bubbly,2,RB,RB,2,16.329813853351375
quarto,2,NN,NN,2,16.329813853351375
inexactly,2,RB,RB,1,9.164906926675688
kingshipwhat,2,RB,RB,1,9.164906926675688
atheists,2,NNP,NN,1,9.164906926675688
worldwide,2,JJ,JJ,1,9.164906926675688
inevitablebut,2,JJ,JJ,1,9.164906926675688
menas,2,NN,NN,1,9.164906926675688
tenancy,2,NN,NN,2,16.329813853351375
abed,2,JJ,JJ,1,9.164906926675688
fiesole,2,NNP,NN,1,9.164906926675688
friesland,2,NNP,NN,1,9.164906926675688
snaps,2,VBZ,VB,1,9.164906926675688
furred,2,VBN,VB,2,16.329813853351375
unavoidably,2,RB,RB,2,16.329813853351375
pales,2,VBZ,VB,1,9.164906926675688
phaseisnt,2,NN,NN,1,9.164906926675688
lovingly,2,RB,RB,2,16.329813853351375
locarno,2,NNP,NN,1,9.164906926675688
snuff,2,NN,NN,2,16.329813853351375
pompeian,2,NNP,NN,1,9.164906926675688
swerve,2,VB,VB,2,16.329813853351375
bedchamber,2,VBD,VB,2,16.329813853351375
trojan,2,NNP,NN,2,16.329813853351375
clew,2,NN,NN,2,16.329813853351375
reflectively,2,NN,NN,2,16.329813853351375
watermen,2,NN,NN,2,16.329813853351375
mistook,2,VBD,VB,2,16.329813853351375
intricacies,2,NNS,NN,2,16.329813853351375
watertight,2,NN,NN,2,16.329813853351375
naïveté,2,NN,NN,1,9.164906926675688
malachite,2,NN,NN,2,16.329813853351375
abdications,2,JJ,JJ,1,9.164906926675688
scruple,2,NN,NN,2,16.329813853351375
bismarcks,2,NNP,NN,1,9.164906926675688
patenting,2,JJ,JJ,1,9.164906926675688
reputable,2,JJ,JJ,1,9.164906926675688
impinge,2,VB,VB,2,16.329813853351375
nip,2,VBP,VB,2,16.329813853351375
purposelessness,2,NN,NN,2,16.329813853351375
vogels,2,NNP,NN,2,16.329813853351375
barring,2,VBG,VB,2,16.329813853351375
hearths,2,NN,NN,2,16.329813853351375
swivelling,2,VBG,VB,1,9.164906926675688
blazers,2,NN,NN,1,9.164906926675688
seers,2,NNS,NN,2,16.329813853351375
fractured,2,JJ,JJ,2,16.329813853351375
literal,2,JJ,JJ,1,9.164906926675688
comfortingly,2,RB,RB,2,16.329813853351375
72,2,CD,CD,2,16.329813853351375
spik,2,VBD,VB,2,16.329813853351375
movin,2,NN,NN,2,16.329813853351375
hyperbolas,2,NN,NN,2,16.329813853351375
emptor,2,NN,NN,1,9.164906926675688
moonthe,2,NNP,NN,2,16.329813853351375
attics,2,NNS,NN,2,16.329813853351375
3500,2,CD,CD,2,16.329813853351375
happinessand,2,NN,NN,1,9.164906926675688
victorias,2,NNP,NN,2,16.329813853351375
wheaten,2,JJ,JJ,2,16.329813853351375
opportunism,2,NN,NN,1,9.164906926675688
monbaz,2,NNP,NN,2,16.329813853351375
hostilities,2,NN,NN,1,9.164906926675688
pontifical,2,JJ,JJ,1,9.164906926675688
moths,2,NN,NN,2,16.329813853351375
foamy,2,JJ,JJ,2,16.329813853351375
thumbmarks,2,NN,NN,1,9.164906926675688
hurtled,2,VBD,VB,2,16.329813853351375
monto,2,NNP,NN,1,9.164906926675688
enterprisesto,2,NN,NN,1,9.164906926675688
trolley,2,NN,NN,2,16.329813853351375
bran,2,NN,NN,2,16.329813853351375
cairns,2,NNS,NN,1,9.164906926675688
focuses,2,VBZ,VB,1,9.164906926675688
societys,2,NNP,NN,2,16.329813853351375
capern,2,NNP,NN,2,16.329813853351375
progeny,2,NN,NN,1,9.164906926675688
soliloquized,2,VBZ,VB,2,16.329813853351375
implanted,2,VBD,VB,2,16.329813853351375
repletion,2,NN,NN,1,9.164906926675688
controversies,2,NNS,NN,1,9.164906926675688
renegade,2,NN,NN,1,9.164906926675688
superadded,2,VBN,VB,1,9.164906926675688
waft,2,VB,VB,2,16.329813853351375
sots,2,NN,NN,2,16.329813853351375
headlike,2,NN,NN,2,16.329813853351375
outsetthe,2,JJ,JJ,1,9.164906926675688
impotence,2,NN,NN,2,16.329813853351375
donein,2,VB,VB,2,16.329813853351375
strangenesses,2,NNS,NN,1,9.164906926675688
triet,2,VBP,VB,1,9.164906926675688
diffusers,2,NN,NN,2,16.329813853351375
plurals,2,NNS,NN,1,9.164906926675688
severer,2,NN,NN,1,9.164906926675688
liar,2,NN,NN,2,16.329813853351375
effigies,2,NNS,NN,1,9.164906926675688
via,2,IN,IN,2,16.329813853351375
receptive,2,JJ,JJ,2,16.329813853351375
kegs,2,NN,NN,2,16.329813853351375
taboos,2,NN,NN,1,9.164906926675688
brilliants,2,NN,NN,2,16.329813853351375
insidiously,2,RB,RB,2,16.329813853351375
unravelled,2,VBN,VB,1,9.164906926675688
stearic,2,VB,VB,1,9.164906926675688
requests,2,VBZ,VB,2,16.329813853351375
absinthe,2,NN,NN,2,16.329813853351375
emanate,2,VB,VB,2,16.329813853351375
doukhobors,2,NNP,NN,1,9.164906926675688
ne,2,NNP,NN,2,16.329813853351375
1958,2,CD,CD,1,9.164906926675688
sighta,2,NN,NN,2,16.329813853351375
inopportune,2,NN,NN,2,16.329813853351375
lincolnian,2,JJ,JJ,2,16.329813853351375
minei,2,NN,NN,2,16.329813853351375
jabs,2,NN,NN,1,9.164906926675688
trapezoidal,2,VBN,VB,2,16.329813853351375
andwe,2,NN,NN,1,9.164906926675688
suppositions,2,JJ,JJ,2,16.329813853351375
furnishes,2,VBZ,VB,2,16.329813853351375
volition,2,NN,NN,2,16.329813853351375
sigwarts,2,NNP,NN,1,9.164906926675688
lingua,2,JJ,JJ,1,9.164906926675688
owever,2,NN,NN,1,9.164906926675688
zebras,2,NN,NN,2,16.329813853351375
farmhouses,2,NNS,NN,2,16.329813853351375
zelee,2,NNP,NN,2,16.329813853351375
commissioned,2,VBD,VB,1,9.164906926675688
bathrooms,2,VB,VB,1,9.164906926675688
fingered,2,VBD,VB,2,16.329813853351375
physiologists,2,NN,NN,1,9.164906926675688
carn,2,VBP,VB,2,16.329813853351375
brides,2,NN,NN,2,16.329813853351375
senegalese,2,JJ,JJ,2,16.329813853351375
requisitioning,2,VBG,VB,1,9.164906926675688
iridescence,2,NN,NN,2,16.329813853351375
inevitabilities,2,NNS,NN,1,9.164906926675688
adaptability,2,VBZ,VB,1,9.164906926675688
composite,2,JJ,JJ,2,16.329813853351375
moralised,2,VBN,VB,2,16.329813853351375
overhauled,2,VBD,VB,2,16.329813853351375
amphictyonic,2,NNP,NN,1,9.164906926675688
hissings,2,NN,NN,2,16.329813853351375
pyrotechnics,2,NNS,NN,2,16.329813853351375
complimentary,2,JJ,JJ,2,16.329813853351375
adulterate,2,VB,VB,1,9.164906926675688
scoop,2,NN,NN,1,9.164906926675688
dismount,2,VB,VB,2,16.329813853351375
imperiously,2,RB,RB,2,16.329813853351375
jockeys,2,NN,NN,1,9.164906926675688
egad,2,NN,NN,2,16.329813853351375
bashfulness,2,NN,NN,1,9.164906926675688
renounced,2,VBD,VB,2,16.329813853351375
imports,2,NNS,NN,1,9.164906926675688
secession,2,NNP,NN,2,16.329813853351375
pantries,2,VB,VB,2,16.329813853351375
fifties,2,NN,NN,2,16.329813853351375
unfamiliarities,2,NNS,NN,1,9.164906926675688
promiscuity,2,NN,NN,1,9.164906926675688
campbell,2,NNP,NN,2,16.329813853351375
almanach,2,NNP,NN,1,9.164906926675688
theodule,2,NN,NN,1,9.164906926675688
ovens,2,JJ,JJ,1,9.164906926675688
zungomoro,2,NNP,NN,1,9.164906926675688
accuser,2,NN,NN,1,9.164906926675688
outmastered,2,VBN,VB,1,9.164906926675688
scrappedeverything,2,JJ,JJ,1,9.164906926675688
filbys,2,NNP,NN,2,16.329813853351375
spenders,2,NN,NN,1,9.164906926675688
disquietude,2,NN,NN,2,16.329813853351375
prairal,2,NNP,NN,1,9.164906926675688
helter,2,NN,NN,2,16.329813853351375
mangroves,2,NNS,NN,2,16.329813853351375
wherefore,2,NN,NN,2,16.329813853351375
houseboats,2,NNS,NN,1,9.164906926675688
hypnotism,2,NN,NN,2,16.329813853351375
oozed,2,VBD,VB,2,16.329813853351375
speciestheir,2,NN,NN,1,9.164906926675688
bradleys,2,NNP,NN,1,9.164906926675688
oozy,2,JJ,JJ,2,16.329813853351375
endowment,2,NN,NN,1,9.164906926675688
fretful,2,NN,NN,2,16.329813853351375
vouchsafe,2,VB,VB,2,16.329813853351375
bugs,2,VBN,VB,1,9.164906926675688
shrine,2,NN,NN,1,9.164906926675688
demurely,2,RB,RB,2,16.329813853351375
seriemas,2,NN,NN,1,9.164906926675688
waxing,2,NN,NN,2,16.329813853351375
plutocrat,2,NN,NN,2,16.329813853351375
knuckle,2,VB,VB,1,9.164906926675688
taut,2,VBP,VB,2,16.329813853351375
chicory,2,NN,NN,2,16.329813853351375
joule,2,NNP,NN,1,9.164906926675688
moulin,2,NNP,NN,1,9.164906926675688
ovals,2,NNS,NN,1,9.164906926675688
encyclopedia,2,NN,NN,2,16.329813853351375
dentists,2,JJ,JJ,1,9.164906926675688
mascara,2,NNP,NN,2,16.329813853351375
cleveland,2,NNP,NN,1,9.164906926675688
billycock,2,NN,NN,1,9.164906926675688
injuring,2,VBG,VB,2,16.329813853351375
ushered,2,VBD,VB,2,16.329813853351375
slyd,2,VBD,VB,1,9.164906926675688
drastic,2,JJ,JJ,1,9.164906926675688
tartar,2,NNP,NN,2,16.329813853351375
arefemales,2,VBP,VB,1,9.164906926675688
blythedale,2,NNP,NN,1,9.164906926675688
sheerly,2,RB,RB,2,16.329813853351375
reissue,2,VB,VB,1,9.164906926675688
pisa,2,NNP,NN,1,9.164906926675688
sybaris,2,NNP,NN,2,16.329813853351375
honeysuckle,2,NN,NN,2,16.329813853351375
motionlessly,2,RB,RB,2,16.329813853351375
interlacings,2,NNS,NN,2,16.329813853351375
externalised,2,VBN,VB,1,9.164906926675688
salamanders,2,NN,NN,2,16.329813853351375
migrated,2,VBN,VB,2,16.329813853351375
corvettes,2,NNS,NN,2,16.329813853351375
anonymity,2,NN,NN,1,9.164906926675688
calcined,2,VBN,VB,2,16.329813853351375
atrice,2,NN,NN,1,9.164906926675688
crossman,2,NNP,NN,1,9.164906926675688
metchnikoff,2,NNP,NN,1,9.164906926675688
pelusium,2,NNP,NN,2,16.329813853351375
cydonator,2,NN,NN,1,9.164906926675688
georgetrust,2,NNP,NN,2,16.329813853351375
timeit,2,NN,NN,2,16.329813853351375
scentless,2,VBP,VB,1,9.164906926675688
complexities,2,NNS,NN,1,9.164906926675688
satisfies,2,VBZ,VB,1,9.164906926675688
bilingual,2,JJ,JJ,1,9.164906926675688
pipers,2,NN,NN,2,16.329813853351375
witticism,2,NN,NN,1,9.164906926675688
caecum,2,NN,NN,1,9.164906926675688
rhizomes,2,NN,NN,1,9.164906926675688
negresses,2,NNS,NN,2,16.329813853351375
millennium,2,NN,NN,2,16.329813853351375
dickson,2,NNP,NN,2,16.329813853351375
disobeyed,2,VBN,VB,2,16.329813853351375
unworldliness,2,NN,NN,1,9.164906926675688
kreutzer,2,NNP,NN,1,9.164906926675688
profanity,2,NN,NN,2,16.329813853351375
buries,2,NNS,NN,1,9.164906926675688
sward,2,NN,NN,2,16.329813853351375
hunchbacked,2,VBN,VB,2,16.329813853351375
knocks,2,VBZ,VB,2,16.329813853351375
marketing,2,NN,NN,2,16.329813853351375
acrobat,2,NN,NN,2,16.329813853351375
sympathized,2,VBD,VB,2,16.329813853351375
defection,2,NN,NN,1,9.164906926675688
calabrian,2,NNP,NN,1,9.164906926675688
paran,2,NNP,NN,1,9.164906926675688
claustral,2,JJ,JJ,1,9.164906926675688
magnates,2,NN,NN,2,16.329813853351375
helicopter,2,NN,NN,1,9.164906926675688
rebuses,2,NN,NN,2,16.329813853351375
animus,2,NN,NN,1,9.164906926675688
costlessness,2,NN,NN,1,9.164906926675688
durand,2,NNP,NN,2,16.329813853351375
crook,2,NN,NN,2,16.329813853351375
statuettes,2,NNS,NN,2,16.329813853351375
nyassa,2,NNP,NN,2,16.329813853351375
elasticities,2,VB,VB,1,9.164906926675688
valueless,2,NN,NN,2,16.329813853351375
rodamel,2,JJ,JJ,1,9.164906926675688
carmine,2,NN,NN,2,16.329813853351375
waistband,2,NN,NN,2,16.329813853351375
loosens,2,VBZ,VB,2,16.329813853351375
petted,2,VBD,VB,2,16.329813853351375
decimated,2,VBD,VB,2,16.329813853351375
universalism,2,JJ,JJ,1,9.164906926675688
blindfolded,2,VBN,VB,1,9.164906926675688
repassed,2,VBD,VB,2,16.329813853351375
97500,2,CD,CD,1,9.164906926675688
hecatomb,2,NN,NN,2,16.329813853351375
burhampoor,2,NNP,NN,2,16.329813853351375
pritish,2,NNP,NN,1,9.164906926675688
larvae,2,NN,NN,2,16.329813853351375
flagging,2,NN,NN,2,16.329813853351375
blankest,2,JJS,JJ,1,9.164906926675688
dividers,2,NNS,NN,1,9.164906926675688
sneezed,2,VBD,VB,2,16.329813853351375
cultivators,2,NNS,NN,1,9.164906926675688
granddaughter,2,NN,NN,1,9.164906926675688
longevity,2,NN,NN,2,16.329813853351375
southwards,2,VB,VB,2,16.329813853351375
chiffonnier,2,NN,NN,2,16.329813853351375
geographer,2,NN,NN,1,9.164906926675688
tours,2,NNS,NN,1,9.164906926675688
mayen,2,NNP,NN,2,16.329813853351375
whoeer,2,IN,IN,1,9.164906926675688
boathouse,2,NN,NN,2,16.329813853351375
monkshood,2,NN,NN,1,9.164906926675688
gossdean,2,NNP,NN,1,9.164906926675688
kempis,2,NNP,NN,1,9.164906926675688
deliquesce,2,VBP,VB,1,9.164906926675688
knowable,2,NN,NN,1,9.164906926675688
infections,2,NNS,NN,1,9.164906926675688
lari,2,NNP,NN,1,9.164906926675688
storyand,2,NN,NN,2,16.329813853351375
unstimulated,2,VBD,VB,1,9.164906926675688
moffat,2,NNP,NN,2,16.329813853351375
australians,2,NNPS,NN,2,16.329813853351375
welling,2,VBG,VB,2,16.329813853351375
primal,2,NNP,NN,1,9.164906926675688
redeeming,2,NN,NN,2,16.329813853351375
sternness,2,NN,NN,2,16.329813853351375
altars,2,NN,NN,1,9.164906926675688
woodmens,2,NN,NN,2,16.329813853351375
harmonium,2,NN,NN,2,16.329813853351375
enhaloed,2,RB,RB,2,16.329813853351375
manor,2,NN,NN,2,16.329813853351375
shillin,2,NN,NN,1,9.164906926675688
outflanked,2,VBN,VB,2,16.329813853351375
incidentals,2,NN,NN,1,9.164906926675688
episodes,2,NN,NN,2,16.329813853351375
radiators,2,NN,NN,1,9.164906926675688
frognals,2,NNP,NN,1,9.164906926675688
biscay,2,NNP,NN,2,16.329813853351375
scurrying,2,NN,NN,2,16.329813853351375
flatten,2,VBP,VB,1,9.164906926675688
inconsiderately,2,VBZ,VB,2,16.329813853351375
thisthis,2,JJ,JJ,2,16.329813853351375
189,2,CD,CD,1,9.164906926675688
revenue,2,NN,NN,1,9.164906926675688
inlaid,2,NN,NN,1,9.164906926675688
individualisms,2,NN,NN,1,9.164906926675688
enkindled,2,VBD,VB,2,16.329813853351375
torrential,2,JJ,JJ,2,16.329813853351375
caribs,2,NNP,NN,1,9.164906926675688
youthe,2,VB,VB,2,16.329813853351375
replete,2,VB,VB,1,9.164906926675688
plural,2,NN,NN,1,9.164906926675688
symbolised,2,VBD,VB,1,9.164906926675688
pecuniary,2,JJ,JJ,2,16.329813853351375
confederates,2,NNP,NN,2,16.329813853351375
chloroform,2,NN,NN,1,9.164906926675688
besieging,2,NN,NN,2,16.329813853351375
cairn,2,NN,NN,2,16.329813853351375
frolicked,2,VBD,VB,2,16.329813853351375
besser,2,NN,NN,1,9.164906926675688
muses,2,VBZ,VB,1,9.164906926675688
kidds,2,NNP,NN,1,9.164906926675688
recallable,2,JJ,JJ,1,9.164906926675688
columbia,2,NNP,NN,2,16.329813853351375
multiplies,2,VBZ,VB,2,16.329813853351375
twilit,2,NN,NN,1,9.164906926675688
sugared,2,VBD,VB,2,16.329813853351375
disappoint,2,VB,VB,2,16.329813853351375
peopleevery,2,NN,NN,1,9.164906926675688
shred,2,VBD,VB,2,16.329813853351375
albums,2,NNS,NN,1,9.164906926675688
specialities,2,VBD,VB,1,9.164906926675688
diversions,2,NNS,NN,2,16.329813853351375
auteur,2,NN,NN,2,16.329813853351375
dante,2,NNP,NN,2,16.329813853351375
sharpen,2,VB,VB,2,16.329813853351375
selkirk,2,NNP,NN,2,16.329813853351375
jeering,2,NN,NN,2,16.329813853351375
refraining,2,VBG,VB,1,9.164906926675688
caillié,2,NNP,NN,1,9.164906926675688
insulting,2,JJ,JJ,2,16.329813853351375
templar,2,NNP,NN,1,9.164906926675688
meggie,2,IN,IN,1,9.164906926675688
mussulman,2,NNP,NN,2,16.329813853351375
maryland,2,NNP,NN,2,16.329813853351375
sturdily,2,RB,RB,2,16.329813853351375
tighter,2,NN,NN,2,16.329813853351375
hygiene,2,NN,NN,1,9.164906926675688
clinker,2,VBZ,VB,2,16.329813853351375
proprietorships,2,NN,NN,1,9.164906926675688
inclines,2,NN,NN,1,9.164906926675688
exposes,2,VBZ,VB,1,9.164906926675688
weirdest,2,NN,NN,2,16.329813853351375
obi,2,JJ,JJ,2,16.329813853351375
