term_str,n,n_chars,p,i,max_pos,n_pos,cat_pos,stop
gorea,2,5,1.1259676284306826e-06,19.76040321879223,NNP,1,{'NNP'},0
gorge,35,5,1.9704433497536946e-05,15.631120201847263,NN,4,"{'VBD', 'VB', 'NN', 'NNP'}",0
gorgeous,15,8,8.444757213230119e-06,16.85351262318371,JJ,1,{'JJ'},0
gorgeously,1,10,5.629838142153413e-07,20.76040321879223,RB,1,{'RB'},0
gorges,13,6,7.318789584799437e-06,17.059963500651136,NN,3,"{'NN', 'VBP', 'NNS'}",0
gorgon,1,6,5.629838142153413e-07,20.76040321879223,NNP,1,{'NNP'},0
gorgones,1,8,5.629838142153413e-07,20.76040321879223,NNS,1,{'NNS'},0
gorilla,8,7,4.50387051372273e-06,17.76040321879223,NN,1,{'NN'},0
gorse,3,5,1.6889514426460239e-06,19.175440718071073,NN,2,"{'JJ', 'NN'}",0
gorver,1,6,5.629838142153413e-07,20.76040321879223,NNP,1,{'NNP'},0
gory,1,4,5.629838142153413e-07,20.76040321879223,NN,1,{'NN'},0
goschenen,2,9,1.1259676284306826e-06,19.76040321879223,VB,1,{'VB'},0
gosh,1,4,5.629838142153413e-07,20.76040321879223,NNP,1,{'NNP'},0
gospel,5,6,2.8149190710767066e-06,18.43847512390487,NN,2,"{'NN', 'NNP'}",0
gossamer,1,8,5.629838142153413e-07,20.76040321879223,NN,1,{'NN'},0
gossdean,2,8,1.1259676284306826e-06,19.76040321879223,NNP,1,{'NNP'},0
gossip,12,6,6.7558057705840954e-06,17.175440718071073,NN,4,"{'VBP', 'VB', 'NN', 'NNP'}",0
gossiped,5,8,2.8149190710767066e-06,18.43847512390487,VBD,2,"{'VBN', 'VBD'}",0
gossipfrom,1,10,5.629838142153413e-07,20.76040321879223,NN,1,{'NN'},0
gossiping,2,9,1.1259676284306826e-06,19.76040321879223,NN,2,"{'VBG', 'NN'}",0
gossome,1,7,5.629838142153413e-07,20.76040321879223,NNP,1,{'NNP'},0
got,936,3,0.0005269528501055594,10.890038499208826,VBD,8,"{'VB', 'NN', 'VBD', 'NNS', 'VBN', 'VBP', 'NNP', 'JJ'}",0
goteven,1,7,5.629838142153413e-07,20.76040321879223,VBP,1,{'VBP'},0
goth,3,4,1.6889514426460239e-06,19.175440718071073,NNP,2,"{'DT', 'NNP'}",0
gotha,5,5,2.8149190710767066e-06,18.43847512390487,NNP,1,{'NNP'},0
gothard,2,7,1.1259676284306826e-06,19.76040321879223,NNP,1,{'NNP'},0
gothic,14,6,7.881773399014778e-06,16.953048296734625,NNP,2,"{'JJ', 'NNP'}",0
goths,1,5,5.629838142153413e-07,20.76040321879223,NNP,1,{'NNP'},0
gotits,2,6,1.1259676284306826e-06,19.76040321879223,VBD,2,"{'NN', 'VBD'}",0
gotm,1,4,5.629838142153413e-07,20.76040321879223,VBP,1,{'VBP'},0
gott,16,4,9.00774102744546e-06,16.76040321879223,NNP,3,"{'VB', 'NN', 'NNP'}",0
gotten,1,6,5.629838142153413e-07,20.76040321879223,VBN,1,{'VBN'},0
gotthard,12,8,6.7558057705840954e-06,17.175440718071073,NNP,1,{'NNP'},0
goudhurst,5,9,2.8149190710767066e-06,18.43847512390487,NNP,1,{'NNP'},0
gouina,6,6,3.3779028852920477e-06,18.175440718071073,NNP,1,{'NNP'},0
gouinathe,1,9,5.629838142153413e-07,20.76040321879223,NNP,1,{'NNP'},0
goulard,1,7,5.629838142153413e-07,20.76040321879223,NNP,1,{'NNP'},0
gould,1,5,5.629838142153413e-07,20.76040321879223,NNP,1,{'NNP'},0
goulds,1,6,5.629838142153413e-07,20.76040321879223,NNP,1,{'NNP'},0
gounod,1,6,5.629838142153413e-07,20.76040321879223,NNP,1,{'NNP'},0
gour,1,4,5.629838142153413e-07,20.76040321879223,NNP,1,{'NNP'},0
gourbi,76,6,4.278676988036594e-05,14.512475705348644,NNP,2,"{'NN', 'NNP'}",0
gourd,3,5,1.6889514426460239e-06,19.175440718071073,NN,1,{'NN'},0
gourds,6,6,3.3779028852920477e-06,18.175440718071073,NN,2,"{'NNS', 'NN'}",0
gourmand,1,8,5.629838142153413e-07,20.76040321879223,NN,1,{'NN'},0
gourmands,2,9,1.1259676284306826e-06,19.76040321879223,VBZ,2,"{'VBZ', 'NNS'}",0
gout,3,4,1.6889514426460239e-06,19.175440718071073,NN,1,{'NN'},0
gouty,1,5,5.629838142153413e-07,20.76040321879223,NN,1,{'NN'},0
govern,8,6,4.50387051372273e-06,17.76040321879223,VB,2,"{'VBP', 'VB'}",0
governed,12,8,6.7558057705840954e-06,17.175440718071073,VBN,4,"{'VBP', 'VBN', 'NN', 'VBD'}",0
governess,4,9,2.251935256861365e-06,18.76040321879223,NN,1,{'NN'},0
governing,19,9,1.0696692470091485e-05,16.512475705348646,VBG,2,"{'VBG', 'NN'}",0
government,224,10,0.00012610837438423644,12.953048296734625,NN,3,"{'VB', 'NN', 'NNP'}",0
governments,26,11,1.4637579169598874e-05,16.059963500651136,NNS,3,"{'NN', 'NNS', 'NNP'}",0
governor,64,8,3.603096410978184e-05,14.760403218792229,NN,3,"{'VBP', 'NN', 'NNP'}",0
governors,5,9,2.8149190710767066e-06,18.43847512390487,NN,3,"{'NNS', 'JJ', 'NN'}",0
governs,2,7,1.1259676284306826e-06,19.76040321879223,VBZ,2,"{'VBZ', 'VBP'}",0
govment,2,7,1.1259676284306826e-06,19.76040321879223,NN,1,{'NN'},0
gower,8,5,4.50387051372273e-06,17.76040321879223,NNP,1,{'NNP'},0
gowith,1,6,5.629838142153413e-07,20.76040321879223,VBP,1,{'VBP'},0
gown,18,4,1.0133708655876144e-05,16.59047821734992,NN,2,"{'JJ', 'NN'}",0
gowned,3,6,1.6889514426460239e-06,19.175440718071073,NN,2,"{'JJ', 'NN'}",0
gowns,5,5,2.8149190710767066e-06,18.43847512390487,NNS,1,{'NNS'},0
goyaz,1,5,5.629838142153413e-07,20.76040321879223,NNP,1,{'NNP'},0
gp,1,2,5.629838142153413e-07,20.76040321879223,NNP,1,{'NNP'},0
gr,3,2,1.6889514426460239e-06,19.175440718071073,NN,3,"{'JJ', 'NN', 'NNP'}",0
grabbing,2,8,1.1259676284306826e-06,19.76040321879223,NN,1,{'NN'},0
grace,19,5,1.0696692470091485e-05,16.512475705348646,NN,1,{'NN'},0
graced,1,6,5.629838142153413e-07,20.76040321879223,VBN,1,{'VBN'},0
graceful,53,8,2.983814215341309e-05,15.03248276422903,JJ,5,"{'NNS', 'NN', 'VBP', 'NNP', 'JJ'}",0
gracefulfeminine,1,16,5.629838142153413e-07,20.76040321879223,NN,1,{'NN'},0
gracefully,17,10,9.570724841660802e-06,16.67294037754189,RB,3,"{'JJ', 'NN', 'RB'}",0
gracei,1,6,5.629838142153413e-07,20.76040321879223,FW,1,{'FW'},0
gracemy,1,7,5.629838142153413e-07,20.76040321879223,JJ,1,{'JJ'},0
graces,3,6,1.6889514426460239e-06,19.175440718071073,NNS,2,"{'VB', 'NNS'}",0
gracious,30,8,1.6889514426460238e-05,15.853512623183711,JJ,3,"{'VB', 'JJ', 'NN'}",0
graciously,9,10,5.066854327938072e-06,17.59047821734992,RB,2,"{'NN', 'RB'}",0
graciousness,4,12,2.251935256861365e-06,18.76040321879223,NN,1,{'NN'},0
gradation,4,9,2.251935256861365e-06,18.76040321879223,NN,1,{'NN'},0
gradations,7,10,3.940886699507389e-06,17.953048296734625,NN,2,"{'NNS', 'NN'}",0
grade,15,5,8.444757213230119e-06,16.85351262318371,NN,3,"{'NNS', 'VB', 'NN'}",0
grader,1,6,5.629838142153413e-07,20.76040321879223,NN,1,{'NN'},0
grades,2,6,1.1259676284306826e-06,19.76040321879223,NNS,2,"{'FW', 'NNS'}",0
gradgrind,4,9,2.251935256861365e-06,18.76040321879223,NNP,1,{'NNP'},0
gradient,5,8,2.8149190710767066e-06,18.43847512390487,NN,1,{'NN'},0
gradients,1,9,5.629838142153413e-07,20.76040321879223,NN,1,{'NN'},0
gradings,1,8,5.629838142153413e-07,20.76040321879223,NN,1,{'NN'},0
gradual,19,7,1.0696692470091485e-05,16.512475705348646,JJ,1,{'JJ'},0
gradually,137,9,7.712878254750176e-05,13.662371135831703,RB,6,"{'VB', 'NN', 'VBD', 'RB', 'JJ', 'NNP'}",0
graduated,1,9,5.629838142153413e-07,20.76040321879223,VBN,1,{'VBN'},0
graduation,1,10,5.629838142153413e-07,20.76040321879223,NN,1,{'NN'},0
graf,6,4,3.3779028852920477e-06,18.175440718071073,NNP,1,{'NNP'},0
graft,1,5,5.629838142153413e-07,20.76040321879223,VB,1,{'VB'},0
grafting,5,8,2.8149190710767066e-06,18.43847512390487,VBG,2,"{'VBG', 'NN'}",0
graham,478,6,0.00026910626319493315,11.859536410811481,NNP,3,"{'VB', 'NN', 'NNP'}",0
grahams,82,7,4.616467276565799e-05,14.402851214174145,NNP,1,{'NNP'},0
grail,1,5,5.629838142153413e-07,20.76040321879223,NNP,1,{'NNP'},0
grain,40,5,2.2519352568613653e-05,15.438475123904867,NN,1,{'NN'},0
grained,4,7,2.251935256861365e-06,18.76040321879223,VBN,3,"{'VBN', 'VBD', 'JJ'}",0
grains,25,6,1.4074595355383532e-05,16.116547029017504,NNS,4,"{'VBZ', 'NN', 'VB', 'NNS'}",0
grainspoilt,1,11,5.629838142153413e-07,20.76040321879223,JJ,1,{'JJ'},0
grammar,7,7,3.940886699507389e-06,17.953048296734625,NN,2,"{'NN', 'NNP'}",0
grammatical,3,11,1.6889514426460239e-06,19.175440718071073,JJ,1,{'JJ'},0
grammes,8,7,4.50387051372273e-06,17.76040321879223,NN,2,"{'NNS', 'NN'}",0
gramophone,2,10,1.1259676284306826e-06,19.76040321879223,NN,1,{'NN'},0
gramophones,2,11,1.1259676284306826e-06,19.76040321879223,NN,2,"{'NNS', 'NN'}",0
grampian,2,8,1.1259676284306826e-06,19.76040321879223,NNP,1,{'NNP'},0
granaries,1,9,5.629838142153413e-07,20.76040321879223,NN,1,{'NN'},0
grand,113,5,6.361717100633356e-05,13.940224256377043,JJ,2,"{'JJ', 'NNP'}",0
grandchild,1,10,5.629838142153413e-07,20.76040321879223,NN,1,{'NN'},0
grandchildren,2,13,1.1259676284306826e-06,19.76040321879223,NN,1,{'NN'},0
granddaughter,2,13,1.1259676284306826e-06,19.76040321879223,NN,1,{'NN'},0
grande,2,6,1.1259676284306826e-06,19.76040321879223,NNP,1,{'NNP'},0
grandest,6,8,3.3779028852920477e-06,18.175440718071073,JJS,1,{'JJS'},0
grandeur,18,8,1.0133708655876144e-05,16.59047821734992,NN,3,"{'CC', 'JJ', 'NN'}",0
grandfather,25,11,1.4074595355383532e-05,16.116547029017504,NN,2,"{'NN', 'RB'}",0
grandfathers,3,12,1.6889514426460239e-06,19.175440718071073,NN,2,"{'JJ', 'NN'}",0
grandiloquent,1,13,5.629838142153413e-07,20.76040321879223,NN,1,{'NN'},0
grandiose,6,9,3.3779028852920477e-06,18.175440718071073,JJ,1,{'JJ'},0
grandly,3,7,1.6889514426460239e-06,19.175440718071073,RB,1,{'RB'},0
grandmother,4,11,2.251935256861365e-06,18.76040321879223,NN,1,{'NN'},0
grandparents,7,12,3.940886699507389e-06,17.953048296734625,NNS,1,{'NNS'},0
grandson,4,8,2.251935256861365e-06,18.76040321879223,NN,1,{'NN'},0
grangerised,1,11,5.629838142153413e-07,20.76040321879223,VBN,1,{'VBN'},0
granite,474,7,0.0002668543279380718,11.87165996989397,NNP,5,"{'NNS', 'NN', 'VBP', 'NNP', 'JJ'}",0
granitic,11,8,6.192821956368755e-06,17.30097160015493,JJ,1,{'JJ'},0
grano,1,5,5.629838142153413e-07,20.76040321879223,NN,1,{'NN'},0
grant,94,5,5.292047853624208e-05,14.205814367114593,NNP,6,"{'VB', 'NN', 'VBD', 'VBP', 'NNP', 'JJ'}",0
granted,30,7,1.6889514426460238e-05,15.853512623183711,VBN,5,"{'NNS', 'NN', 'VBD', 'VBN', 'JJ'}",0
granting,4,8,2.251935256861365e-06,18.76040321879223,VBG,1,{'VBG'},0
grantkrapf,1,10,5.629838142153413e-07,20.76040321879223,NNP,1,{'NNP'},0
granton,6,7,3.3779028852920477e-06,18.175440718071073,NNP,2,"{'VB', 'NNP'}",0
grants,7,6,3.940886699507389e-06,17.953048296734625,NNP,2,"{'NNS', 'NNP'}",0
granulated,1,10,5.629838142153413e-07,20.76040321879223,VBN,1,{'VBN'},0
grape,11,5,6.192821956368755e-06,17.30097160015493,NN,1,{'NN'},0
grapes,6,6,3.3779028852920477e-06,18.175440718071073,NN,2,"{'NN', 'NNS'}",0
graphic,2,7,1.1259676284306826e-06,19.76040321879223,JJ,1,{'JJ'},0
graphically,3,11,1.6889514426460239e-06,19.175440718071073,RB,1,{'RB'},0
graphite,3,8,1.6889514426460239e-06,19.175440718071073,NN,2,"{'JJ', 'NN'}",0
graphs,1,6,5.629838142153413e-07,20.76040321879223,NN,1,{'NN'},0
grapnel,11,7,6.192821956368755e-06,17.30097160015493,NN,2,"{'NNS', 'NN'}",0
grapple,9,7,5.066854327938072e-06,17.59047821734992,VB,2,"{'VB', 'NN'}",0
grappled,6,8,3.3779028852920477e-06,18.175440718071073,VBD,2,"{'VBN', 'VBD'}",0
grappling,4,9,2.251935256861365e-06,18.76040321879223,NN,2,"{'VBG', 'NN'}",0
grasp,59,5,3.3216045038705135e-05,14.877760169430388,NN,5,"{'VB', 'NN', 'VBP', 'NNP', 'JJ'}",0
grasped,48,7,2.7023223082336382e-05,15.175440718071073,VBD,4,"{'VBN', 'NN', 'VBD', 'JJ'}",0
grasping,13,8,7.318789584799437e-06,17.059963500651136,VBG,1,{'VBG'},0
grasps,2,6,1.1259676284306826e-06,19.76040321879223,NN,1,{'NN'},0
grass,140,5,7.881773399014778e-05,13.631120201847263,NN,4,"{'NNS', 'JJ', 'NN', 'NNP'}",0
grassa,1,6,5.629838142153413e-07,20.76040321879223,NNP,1,{'NNP'},0
grasse,1,6,5.629838142153413e-07,20.76040321879223,NNP,1,{'NNP'},0
grasses,5,7,2.8149190710767066e-06,18.43847512390487,NN,2,"{'NNS', 'NN'}",0
grasshopper,4,11,2.251935256861365e-06,18.76040321879223,NN,1,{'NN'},0
grasshoppers,3,12,1.6889514426460239e-06,19.175440718071073,NN,1,{'NN'},0
grasshoppersa,1,13,5.629838142153413e-07,20.76040321879223,NNP,1,{'NNP'},0
grassy,7,6,3.940886699507389e-06,17.953048296734625,JJ,1,{'JJ'},0
grate,3,5,1.6889514426460239e-06,19.175440718071073,NN,1,{'NN'},0
grated,8,6,4.50387051372273e-06,17.76040321879223,VBD,2,"{'VBN', 'VBD'}",0
grateful,14,8,7.881773399014778e-06,16.953048296734625,JJ,2,"{'JJ', 'NNS'}",0
gratefully,2,10,1.1259676284306826e-06,19.76040321879223,RB,1,{'RB'},0
grates,1,6,5.629838142153413e-07,20.76040321879223,NN,1,{'NN'},0
gratification,7,13,3.940886699507389e-06,17.953048296734625,NN,1,{'NN'},0
gratifications,2,14,1.1259676284306826e-06,19.76040321879223,NNS,1,{'NNS'},0
gratified,13,9,7.318789584799437e-06,17.059963500651136,VBN,5,"{'VB', 'NN', 'VBD', 'VBN', 'JJ'}",0
gratify,10,7,5.629838142153413e-06,17.43847512390487,VB,1,{'VB'},0
gratifying,3,10,1.6889514426460239e-06,19.175440718071073,NN,2,"{'VBG', 'NN'}",0
grating,28,7,1.5763546798029555e-05,15.953048296734625,NN,3,"{'VBG', 'VBZ', 'NN'}",0
gratings,2,8,1.1259676284306826e-06,19.76040321879223,NNS,1,{'NNS'},0
gratis,2,6,1.1259676284306826e-06,19.76040321879223,NNP,1,{'NNP'},0
gratitude,38,9,2.139338494018297e-05,15.512475705348644,NN,3,"{'VBP', 'VB', 'NN'}",0
gratuitous,1,10,5.629838142153413e-07,20.76040321879223,JJ,1,{'JJ'},0
gratuitously,4,12,2.251935256861365e-06,18.76040321879223,RB,2,"{'NN', 'RB'}",0
gratuity,3,8,1.6889514426460239e-06,19.175440718071073,NN,1,{'NN'},0
gratulate,2,9,1.1259676284306826e-06,19.76040321879223,NN,2,"{'JJ', 'NN'}",0
grave,130,5,7.318789584799437e-05,13.738035405763775,NN,5,"{'VB', 'NN', 'VBN', 'VBP', 'JJ'}",0
gravel,23,6,1.294862772695285e-05,16.23684126273522,NN,2,"{'JJ', 'NN'}",0
gravelly,3,8,1.6889514426460239e-06,19.175440718071073,RB,1,{'RB'},0
gravelthe,1,9,5.629838142153413e-07,20.76040321879223,JJ,1,{'JJ'},0
gravely,39,7,2.195636875439831e-05,15.475000999929982,RB,7,"{'VB', 'NN', 'VBD', 'VBP', 'NNS', 'RB', 'JJ'}",0
graver,9,6,5.066854327938072e-06,17.59047821734992,NN,3,"{'JJ', 'NN', 'RB'}",0
graves,2,6,1.1259676284306826e-06,19.76040321879223,NN,2,"{'NNS', 'NN'}",0
gravesend,3,9,1.6889514426460239e-06,19.175440718071073,NNP,1,{'NNP'},0
graveside,1,9,5.629838142153413e-07,20.76040321879223,NN,1,{'NN'},0
gravest,8,7,4.50387051372273e-06,17.76040321879223,JJS,2,"{'VBG', 'JJS'}",0
gravestones,1,11,5.629838142153413e-07,20.76040321879223,NNS,1,{'NNS'},0
graveyard,2,9,1.1259676284306826e-06,19.76040321879223,NN,1,{'NN'},0
gravitate,5,9,2.8149190710767066e-06,18.43847512390487,VB,2,"{'VB', 'NN'}",0
gravitated,2,10,1.1259676284306826e-06,19.76040321879223,VBD,1,{'VBD'},0
gravitating,5,11,2.8149190710767066e-06,18.43847512390487,VBG,1,{'VBG'},0
gravitation,26,11,1.4637579169598874e-05,16.059963500651136,NN,2,"{'VB', 'NN'}",0
gravitational,9,13,5.066854327938072e-06,17.59047821734992,JJ,1,{'JJ'},0
gravitations,2,12,1.1259676284306826e-06,19.76040321879223,NN,1,{'NN'},0
gravities,2,9,1.1259676284306826e-06,19.76040321879223,NNS,1,{'NNS'},0
gravity,77,7,4.334975369458128e-05,14.493616678097329,NN,4,"{'VBZ', 'JJ', 'NN', 'NNP'}",0
gravy,2,5,1.1259676284306826e-06,19.76040321879223,NN,1,{'NN'},0
gray,45,4,2.5334271639690357e-05,15.268550122462555,JJ,3,"{'NNS', 'JJ', 'NN'}",0
grayish,6,7,3.3779028852920477e-06,18.175440718071073,JJ,1,{'JJ'},0
graymungo,1,9,5.629838142153413e-07,20.76040321879223,NNP,1,{'NNP'},0
grayness,2,8,1.1259676284306826e-06,19.76040321879223,NN,1,{'NN'},0
grays,1,5,5.629838142153413e-07,20.76040321879223,NNP,1,{'NNP'},0
graze,7,5,3.940886699507389e-06,17.953048296734625,VB,3,"{'VB', 'NN', 'VBD'}",0
grazed,6,6,3.3779028852920477e-06,18.175440718071073,VBN,2,"{'VBN', 'VBD'}",0
grazing,9,7,5.066854327938072e-06,17.59047821734992,VBG,3,"{'VBG', 'VBN', 'NN'}",0
grazingno,1,9,5.629838142153413e-07,20.76040321879223,JJ,1,{'JJ'},0
grease,7,6,3.940886699507389e-06,17.953048296734625,NN,3,"{'NNS', 'VB', 'NN'}",0
greased,3,7,1.6889514426460239e-06,19.175440718071073,VBN,2,"{'VBN', 'NN'}",0
greasily,1,8,5.629838142153413e-07,20.76040321879223,RB,1,{'RB'},0
greasiness,1,10,5.629838142153413e-07,20.76040321879223,NN,1,{'NN'},0
greasing,1,8,5.629838142153413e-07,20.76040321879223,NN,1,{'NN'},0
greasy,12,6,6.7558057705840954e-06,17.175440718071073,JJ,2,"{'JJ', 'NN'}",0
great,2283,5,0.0012852920478536242,9.603688074567527,JJ,7,"{'VB', 'NNS', 'NN', 'RB', 'VBN', 'JJ', 'NNP'}",0
greater,264,7,0.0001486277269528501,12.716009099433776,JJR,6,"{'JJR', 'NN', 'VB', 'VBP', 'NNP', 'JJ'}",0
greatest,128,8,7.206192821956368e-05,13.760403218792229,JJS,2,"{'JJS', 'NN'}",0
greatlay,1,8,5.629838142153413e-07,20.76040321879223,VB,1,{'VB'},0
greatly,158,7,8.895144264602393e-05,13.456622470615127,RB,6,"{'VB', 'NN', 'RB', 'VBZ', 'VBP', 'JJ'}",0
greatlyappreciateyour,1,21,5.629838142153413e-07,20.76040321879223,NN,1,{'NN'},0
greatness,17,9,9.570724841660802e-06,16.67294037754189,NN,2,"{'NN', 'NNP'}",0
greatnessmillions,1,17,5.629838142153413e-07,20.76040321879223,NN,1,{'NN'},0
grebe,2,5,1.1259676284306826e-06,19.76040321879223,NN,1,{'NN'},0
grecian,5,7,2.8149190710767066e-06,18.43847512390487,NNP,2,"{'JJ', 'NNP'}",0
greco,1,5,5.629838142153413e-07,20.76040321879223,NNP,1,{'NNP'},0
greece,22,6,1.238564391273751e-05,16.30097160015493,NNP,1,{'NNP'},0
greed,7,5,3.940886699507389e-06,17.953048296734625,NN,3,"{'VB', 'NN', 'VBD'}",0
greedily,13,8,7.318789584799437e-06,17.059963500651136,RB,4,"{'VB', 'JJ', 'NN', 'RB'}",0
greediness,1,10,5.629838142153413e-07,20.76040321879223,NN,1,{'NN'},0
greedy,7,6,3.940886699507389e-06,17.953048296734625,NN,2,"{'JJ', 'NN'}",0
greek,49,5,2.7586206896551723e-05,15.145693374677021,JJ,4,"{'RP', 'JJ', 'NN', 'NNP'}",0
greeks,11,6,6.192821956368755e-06,17.30097160015493,NNP,1,{'NNP'},0
green,312,5,0.0001756509500351865,12.475000999929982,JJ,9,"{'VB', 'NN', 'VBD', 'NNS', 'VBN', 'VBZ', 'VBP', 'NNP', 'JJ'}",0
greenand,1,8,5.629838142153413e-07,20.76040321879223,NN,1,{'NN'},0
greenbacks,1,10,5.629838142153413e-07,20.76040321879223,NNS,1,{'NNS'},0
greener,1,7,5.629838142153413e-07,20.76040321879223,NN,1,{'NN'},0
greenery,8,8,4.50387051372273e-06,17.76040321879223,NN,1,{'NN'},0
greenest,1,8,5.629838142153413e-07,20.76040321879223,JJS,1,{'JJS'},0
greenfor,1,8,5.629838142153413e-07,20.76040321879223,NN,1,{'NN'},0
greengrocer,1,11,5.629838142153413e-07,20.76040321879223,NNP,1,{'NNP'},0
greengrocers,2,12,1.1259676284306826e-06,19.76040321879223,NN,2,"{'NNS', 'NN'}",0
greenher,1,8,5.629838142153413e-07,20.76040321879223,NNP,1,{'NNP'},0
greenhorns,1,10,5.629838142153413e-07,20.76040321879223,NNS,1,{'NNS'},0
greenhouse,5,10,2.8149190710767066e-06,18.43847512390487,NN,1,{'NN'},0
greenish,26,8,1.4637579169598874e-05,16.059963500651136,JJ,1,{'JJ'},0
greenland,9,9,5.066854327938072e-06,17.59047821734992,NNP,2,"{'NN', 'NNP'}",0
greenly,1,7,5.629838142153413e-07,20.76040321879223,RB,1,{'RB'},0
greenness,1,9,5.629838142153413e-07,20.76040321879223,NN,1,{'NN'},0
greens,3,6,1.6889514426460239e-06,19.175440718071073,NNP,2,"{'NN', 'NNP'}",0
greensward,3,10,1.6889514426460239e-06,19.175440718071073,NN,1,{'NN'},0
greenwich,11,9,6.192821956368755e-06,17.30097160015493,NNP,2,"{'VB', 'NNP'}",0
greenwood,1,9,5.629838142153413e-07,20.76040321879223,NN,1,{'NN'},0
greet,5,5,2.8149190710767066e-06,18.43847512390487,VB,1,{'VB'},0
greeted,25,7,1.4074595355383532e-05,16.116547029017504,VBD,2,"{'VBN', 'VBD'}",0
greeting,8,8,4.50387051372273e-06,17.76040321879223,NN,1,{'NN'},0
greetings,3,9,1.6889514426460239e-06,19.175440718071073,NN,2,"{'NNS', 'NN'}",0
gregarious,2,10,1.1259676284306826e-06,19.76040321879223,JJ,1,{'JJ'},0
gregg,1,5,5.629838142153413e-07,20.76040321879223,NNP,1,{'NNP'},0
gregorian,2,9,1.1259676284306826e-06,19.76040321879223,JJ,2,"{'JJ', 'NNP'}",0
gregory,2,7,1.1259676284306826e-06,19.76040321879223,NNP,1,{'NNP'},0
greiffenhagens,1,14,5.629838142153413e-07,20.76040321879223,NNP,1,{'NNP'},0
grenada,3,7,1.6889514426460239e-06,19.175440718071073,NNP,1,{'NNP'},0
grenades,4,8,2.251935256861365e-06,18.76040321879223,NNS,1,{'NNS'},0
grenadier,1,9,5.629838142153413e-07,20.76040321879223,NN,1,{'NN'},0
grenadiers,1,10,5.629838142153413e-07,20.76040321879223,NNS,1,{'NNS'},0
grenadilla,1,10,5.629838142153413e-07,20.76040321879223,NN,1,{'NN'},0
gretchen,24,8,1.3511611541168191e-05,16.175440718071073,NNP,1,{'NNP'},0
grew,301,4,0.00016945812807881772,12.526783542032527,VBD,5,"{'NN', 'VBD', 'VBZ', 'VBP', 'JJ'}",0
grewthe,1,7,5.629838142153413e-07,20.76040321879223,VBZ,1,{'VBZ'},0
grey,225,4,0.0001266713581984518,12.946622027575193,NN,9,"{'VB', 'NNS', 'NN', 'VBP', 'FW', 'VBN', 'VBZ', 'JJ', 'NNP'}",0
greyer,2,6,1.1259676284306826e-06,19.76040321879223,NN,1,{'NN'},0
greyereither,1,12,5.629838142153413e-07,20.76040321879223,VB,1,{'VB'},0
greyhound,1,9,5.629838142153413e-07,20.76040321879223,NN,1,{'NN'},0
greying,1,7,5.629838142153413e-07,20.76040321879223,VBG,1,{'VBG'},0
greyish,17,7,9.570724841660802e-06,16.67294037754189,JJ,2,"{'JJ', 'NN'}",0
greyly,5,6,2.8149190710767066e-06,18.43847512390487,NN,2,"{'VB', 'NN'}",0
greyness,3,8,1.6889514426460239e-06,19.175440718071073,NN,2,"{'VBZ', 'NN'}",0
greynessrushed,1,14,5.629838142153413e-07,20.76040321879223,JJ,1,{'JJ'},0
greys,3,5,1.6889514426460239e-06,19.175440718071073,NNS,2,"{'NN', 'NNS'}",0
greyshot,1,8,5.629838142153413e-07,20.76040321879223,JJ,1,{'JJ'},0
gribble,1,7,5.629838142153413e-07,20.76040321879223,NNP,1,{'NNP'},0
gride,2,5,1.1259676284306826e-06,19.76040321879223,NN,1,{'NN'},0
gridiron,2,8,1.1259676284306826e-06,19.76040321879223,NN,1,{'NN'},0
grief,29,5,1.6326530612244897e-05,15.902422223664658,NN,2,"{'VB', 'NN'}",0
griefs,1,6,5.629838142153413e-07,20.76040321879223,NN,1,{'NN'},0
grievance,4,9,2.251935256861365e-06,18.76040321879223,NN,1,{'NN'},0
grieve,1,6,5.629838142153413e-07,20.76040321879223,VB,1,{'VB'},0
grieved,4,7,2.251935256861365e-06,18.76040321879223,VBD,2,"{'VBN', 'VBD'}",0
grieving,3,8,1.6889514426460239e-06,19.175440718071073,VBG,2,"{'VBG', 'NN'}",0
grievously,3,10,1.6889514426460239e-06,19.175440718071073,RB,1,{'RB'},0
griffin,27,7,1.5200562983814215e-05,16.00551571662876,NNP,3,"{'VBZ', 'NN', 'NNP'}",0
griffins,1,8,5.629838142153413e-07,20.76040321879223,NN,1,{'NN'},0
griffiths,1,9,5.629838142153413e-07,20.76040321879223,NNP,1,{'NNP'},0
grilled,6,7,3.3779028852920477e-06,18.175440718071073,VBD,3,"{'VBN', 'JJ', 'VBD'}",0
grim,31,4,1.745249824067558e-05,15.806206908405354,JJ,3,"{'NNS', 'JJ', 'NN'}",0
grimace,6,7,3.3779028852920477e-06,18.175440718071073,NN,1,{'NN'},0
grimaced,4,8,2.251935256861365e-06,18.76040321879223,VBD,2,"{'VBN', 'VBD'}",0
grimaceit,1,9,5.629838142153413e-07,20.76040321879223,NN,1,{'NN'},0
grimaces,13,8,7.318789584799437e-06,17.059963500651136,NN,2,"{'NNS', 'NN'}",0
grimacing,2,9,1.1259676284306826e-06,19.76040321879223,NN,2,"{'VBG', 'NN'}",0
grimaldi,2,8,1.1259676284306826e-06,19.76040321879223,NNP,1,{'NNP'},0
grime,3,5,1.6889514426460239e-06,19.175440718071073,NN,1,{'NN'},0
